expT10I4D100K.dat,0.500,0.500,100000,0.148,0.183,0.577,0.004,0.036,1009358,0,0,0
expT10I4D100K.dat,0.500,0.700,100000,0.122,0.180,0.618,0.002,0.032,1009358,0,0,0
expT10I4D100K.dat,0.500,0.900,100000,0.119,0.203,0.606,0.002,0.036,1009358,0,0,0
expT10I4D100K.dat,0.300,0.500,100000,0.114,0.203,0.639,0.001,0.029,1009358,0,0,0
expT10I4D100K.dat,0.300,0.700,100000,0.129,0.237,0.635,0.002,0.033,1009358,0,0,0
expT10I4D100K.dat,0.300,0.900,100000,0.118,0.222,0.614,0.001,0.034,1009358,0,0,0
expT10I4D100K.dat,0.100,0.500,100000,0.115,0.202,0.627,0.002,0.029,1009358,0,0,0
expT10I4D100K.dat,0.100,0.700,100000,0.124,0.190,0.580,0.001,0.036,1009358,0,0,0
expT10I4D100K.dat,0.100,0.900,100000,0.094,0.174,0.464,0.002,0.027,1009358,0,0,0
expT10I4D100K.dat,0.050,0.500,100000,0.109,0.138,0.501,0.001,0.028,1009358,24001,0,0
expT10I4D100K.dat,0.050,0.700,100000,0.085,0.140,0.482,0.001,0.021,1009358,24001,0,0
expT10I4D100K.dat,0.050,0.900,100000,0.084,0.133,0.449,0.001,0.022,1009358,24001,0,0
expT10I4D100K.dat,0.010,0.500,100000,0.104,0.441,0.438,0.018,0.027,1009358,13274388,1157,7
expT10I4D100K.dat,0.010,0.700,100000,0.090,0.594,0.431,0.009,0.034,1009358,13274388,1157,3
expT10I4D100K.dat,0.010,0.900,100000,0.085,0.481,0.478,0.008,0.021,1009358,13274388,1157,2
expT10I4D100K.dat,0.001,0.500,100000,0.085,1.994,0.778,74.082,0.023,1009358,40357882,6083029,22142
expT10I4D100K.dat,0.001,0.700,100000,0.114,2.528,1.019,64.473,0.029,1009358,40357882,6083029,18516
expT10I4D100K.dat,0.001,0.900,100000,0.089,1.798,1.011,25.752,0.023,1009358,40357882,6083029,8700